ID,Name,Conf,Disabled,Campaigns,IconOverride,SkinGroupId,ObtainType,ObtainTypeCN,LastChance,MasterSkin,PetSkin,PetSkin2,PriceClubCoins,PriceStarPoints,PriceBling,PriceGems,DiscountPriceGems,PriceCoins,Rarity,TID,ShopTID,Features,CommunityCredit,MaterialsFile,BlueTexture,RedTexture,BlueSpecular,RedSpecular,OutlineShader,PackOfferAnimOverride,BattleIntroXOffset,BattleIntroZOffset,BattleIntroVFX,DisableCatalogRelease,CatalogPreRequirementSkin,CatalogNewDaysAdjustment,NotInCatalogTID
177,WallyHawaii,WallyHawaii,,SUMMER,,,,,,,,,,,1000,29,,,RARE,TID_TROPICAL_SPROUT_SKIN,TID_TROPICAL_SPROUT_SKIN_SHOP,"MODEL,TEXTURE",,,sprout_hawaii_tex.pvr,sprout_hawaii_tex.pvr,"sprout_hawaii_tex.pvr+value(masks/sprout/sprout_glass_msk.png,1.000000)+hue(masks/sprout/sprout_glass_msk.png,347.441986)","sprout_hawaii_tex.pvr+value(masks/sprout/sprout_glass_msk.png,1.000000)+hue(masks/sprout/sprout_glass_msk.png,347.441986)",,,,,,,,,
178,BullDudeBarbking,BullDudeBarbking,,CLASHIP,,,4,4,true,,,,,,2750,79,,,SUPER_RARE,TID_BARBARIAN_KING_BULL_SKIN,TID_BARBARIAN_KING_BULL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,bull_barbking_tex.pvr,bull_barbking_tex.pvr,bull_barbking_tex.pvr,bull_barbking_tex.pvr,,,,,,,,,
179,MinigunDudeSummer,MinigunDudeSummer,,SUMMER,,,,,,,HealingStationSummer,,,,2750,79,69,,SUPER_RARE,TID_HOLIDAY_PAM_SKIN,TID_HOLIDAY_PAM_SKIN_SHOP,"MODEL,TEXTURE,VFX,TURRET",,,,,,,,,,,,,,,
180,BlowerTrader,BlowerTrader,,BRAWLPASS,,,7,7,,,,,,,5000,149,,,EPIC,TID_MERCHANT_GALE_SKIN,TID_MERCHANT_GALE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,gale_trader_tex.pvr,gale_trader_tex.pvr,gale_trader_tex.pvr,gale_trader_tex.pvr,,,250,,,,,,
181,ControllerDefaultAddon,ControllerDefaultAddon,,,,,,,,,,,,,,,,,,,,,,,nani_tex.pvr,nani_tex.pvr,nani_tex.pvr,nani_tex.pvr,,,,,,,,,
182,HealingStationSummer,HealingStationSummer,,,,,,,,,,,,,,,,,,,,,,,"pam_summer_gun_tex.pvr+hue(masks/pam/pam_summer_gun_msk.png,238.604996)",pam_summer_gun_tex.pvr,"pam_summer_gun_tex.pvr+hue(masks/pam/pam_summer_gun_msk.png,238.604996)",pam_summer_gun_tex.pvr,,,,,,,,,
183,LuchadorGold,LuchadorGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_EL_PRIMO_SKIN,TID_TRUE_GOLD_EL_PRIMO_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,primo_gold_tex.pvr,primo_gold_tex.pvr,primo_gold_tex.pvr,primo_gold_tex.pvr,,,,,,,,,
184,PowerLevelerDefault,PowerLevelerDefault,,,,,,,,,,,,,,,,,,,,,,,surge_tex.pvr,surge_tex.pvr,surge_tex.pvr,surge_tex.pvr,,,,,,,,,
185,MummyGold,MummyGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_EMZ_SKIN,TID_TRUE_GOLD_EMZ_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,emz_gold_tex.pvr,emz_gold_tex.pvr,emz_gold_tex.pvr,emz_gold_tex.pvr,,,,,,,,,
186,MummySilver,MummySilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_EMZ_SKIN,TID_TRUE_SILVER_EMZ_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,emz_silver_tex.pvr,emz_silver_tex.pvr,emz_silver_tex.pvr,emz_silver_tex.pvr,,,,,,,,,
187,LuchadorSilver,LuchadorSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_EL_PRIMO_SKIN,TID_TRUE_SILVER_EL_PRIMO_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,primo_silver_tex.pvr,primo_silver_tex.pvr,primo_silver_tex.pvr,primo_silver_tex.pvr,,,,,,,,,
188,BeeSniperMonster,BeeSniperMonster,,ROBOTSMONSTERS,,,,,,,BeeSniperSlowPotDefault,,,,5000,149,129,,EPIC,TID_MEGA_BEETLE_BEA_SKIN,TID_MEGA_BEETLE_BEA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,VOICE",,,bea_bug_tex.pvr,bea_bug_tex.pvr,bea_bug_tex.pvr,bea_bug_tex.pvr,,,,,,,,,
189,DrillerMonster,DrillerMonster,,ROBOTSMONSTERS,,,,,,,,,,,5000,149,129,,EPIC,TID_ULTRA_DRILLER_JACKY_SKIN,TID_ULTRA_DRILLER_JACKY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,VOICE",,,jacky_driller_tex.pvr,jacky_driller_tex.pvr,jacky_driller_tex.pvr,jacky_driller_tex.pvr,,,,,,,,,
190,ClusterBombMonster,ClusterBombMonster,,ROBOTSMONSTERS,,,,,,,ClusterBombPetMonster,,,,2750,79,69,,SUPER_RARE,TID_KING_CRAB_TICK_SKIN,TID_KING_CRAB_TICK_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,tick_crab_tex.pvr,tick_crab_tex.pvr,tick_crab_tex.pvr,tick_crab_tex.pvr,,,,,,,,,
191,BossKaijuDefault,BossKaijuDefault,,,,,,,,,,,,,,,,,,,,,,,kaiju_boss_tex.pvr,kaiju_boss_tex.pvr,kaiju_boss_tex.pvr,kaiju_boss_tex.pvr,,,,,,,,,
192,BeeSniperMonsterAddonBee,BeeSniperMonsterAddonBee,,,,,,,,,,,,,,,,,,,,,,,bea_bug_tex.pvr,bea_bug_tex.pvr,bea_bug_tex.pvr,bea_bug_tex.pvr,,,,,,,,,
193,SafeBank,SafeBank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,ControllerRetro,ControllerRetro,,,,,,,,,,,,,1000,29,,,RARE,TID_RETRO_NANI_SKIN,TID_RETRO_NANI_SKIN_SHOP,"MODEL,TEXTURE",,,nani_retro_tex.pvr,nani_retro_tex.pvr,nani_retro_tex.pvr,nani_retro_tex.pvr,,,,,,,,,
195,ShotgunGirlGold,ShotgunGirlGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_SHELLY_SKIN,TID_TRUE_GOLD_SHELLY_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,shelly_gold_tex.pvr,shelly_gold_tex.pvr,shelly_gold_tex.pvr,shelly_gold_tex.pvr,,,,,,,,,
196,ShotgunGirlSilver,ShotgunGirlSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_SHELLY_SKIN,TID_TRUE_SILVER_SHELLY_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,shelly_silver_tex.pvr,shelly_silver_tex.pvr,shelly_silver_tex.pvr,shelly_silver_tex.pvr,,,,,,,,,
197,SniperGold,SniperGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_PIPER_SKIN,TID_TRUE_GOLD_PIPER_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,piper_gold_tex.pvr,piper_gold_tex.pvr,piper_gold_tex.pvr,piper_gold_tex.pvr,,,,,,,,,
198,SniperSilver,SniperSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_PIPER_SKIN,TID_TRUE_SILVER_PIPER_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,piper_silver_tex.pvr,piper_silver_tex.pvr,piper_silver_tex.pvr,piper_silver_tex.pvr,,,,,,,,,
199,NinjaGold,NinjaGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_LEON_SKIN,TID_TRUE_GOLD_LEON_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,leon_gold_tex.pvr,leon_gold_tex.pvr,leon_gold_tex.pvr,leon_gold_tex.pvr,,,,,,,,,
200,NinjaSilver,NinjaSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_LEON_SKIN,TID_TRUE_SILVER_LEON_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,leon_silver_tex.pvr,leon_silver_tex.pvr,leon_silver_tex.pvr,leon_silver_tex.pvr,,,,,,,,,
201,RocketGirlRanger,RocketGirlRanger,,BRAWLPASS,,,7,7,,,,,,,2750,79,,,SUPER_RARE,TID_SUPER_RANGER_BROCK_SKIN,TID_SUPER_RANGER_BROCK_SKIN_SHOP,"MODEL,TEXTURE",,,brock_ranger_tex.pvr,brock_ranger_tex.pvr,brock_ranger_tex.pvr,brock_ranger_tex.pvr,,,,,,,,,
202,SpeedyTracksuit,SpeedyTracksuit,,,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_STREETWEAR_MAX_SKIN,TID_STREETWEAR_MAX_SKIN_SHOP,"MODEL,TEXTURE",,,max_tracksuit_tex.pvr,max_tracksuit_tex.pvr,max_tracksuit_tex.pvr,max_tracksuit_tex.pvr,,,,,,,,,
203,PowerLevelerKnight,PowerLevelerKnight,,BRAWLPASS,,,7,7,,,,,,,5000,149,,,EPIC,TID_MECHA_PALADIN_SURGE_SKIN,TID_MECHA_PALADIN_SURGE_SKIN_SHOP,"MODEL,TEXTURE",,,surge_knight_tex.pvr,surge_knight_tex.pvr,surge_knight_tex.pvr,surge_knight_tex.pvr,,,,,,,,,
204,ClusterBombPetMonster,ClusterBombPetMonster,,,,,,,,,,,,,,,,,,,,,,,tick_crab_tex.pvr,tick_crab_tex.pvr,tick_crab_tex.pvr,tick_crab_tex.pvr,,,,,,,,,
205,ControllerRetroAddon,ControllerRetroAddon,,,,,,,,,,,,,,,,,,,,,,,nani_retro_tex.pvr,nani_retro_tex.pvr,nani_retro_tex.pvr,nani_retro_tex.pvr,,,,,,,,,
206,PercenterDefault,PercenterDefault,,,,,,,,,MechanicTurretTanuki,,,,,,,,,,,,,,colette_tex.pvr,colette_tex.pvr,colette_tex.pvr,colette_tex.pvr,,,,,,,,,
207,FireDudeDefault,FireDudeDefault,,,,,,,,,,,,,,,,,,,,,,,amber_tex.pvr,amber_tex.pvr,amber_tex.pvr,amber_tex.pvr,,,,,true,,,,
208,CactusMask,CactusMask,,,,,,,,,,,,,1000,29,,,RARE,TID_MASK_SPIKE_SKIN,TID_MASK_SPIKE_SKIN_SHOP,"MODEL,TEXTURE",,,,,,,,,,,,,,,
209,MummyGiftShop,MummyGiftShop,,,,,,,,,,,,,5000,149,129,,EPIC,TID_SUPER_FAN_EMZ_SKIN,TID_SUPER_FAN_EMZ_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,emz_giftshop_tex.pvr,emz_giftshop_tex.pvr,emz_giftshop_tex.pvr,emz_giftshop_tex.pvr,,,,,,,,,
210,SandstormGiftShop,SandstormGiftShop,,,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_SUGAR_RUSH_SANDY_SKIN,TID_SUGAR_RUSH_SANDY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,sandy_sugar_addict_tex.pvr,sandy_sugar_addict_tex.pvr,sandy_sugar_addict_tex.pvr,sandy_sugar_addict_tex.pvr,,,,,,,,,
211,WallyMoon,WallyMoon,,LUNAREVENT,,,,,,,,,,,5000,149,129,,EPIC,TID_LUNAR_SPROUT_SKIN,TID_LUNAR_SPROUT_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,sprout_moon_tex.pvr,sprout_moon_tex.pvr,sprout_moon_tex.pvr,sprout_moon_tex.pvr,,,,,,,,,
212,PercenterTrixie,PercenterTrixie,,BRAWLPASS,,,7,7,,,MechanicTurretTanuki,,,,5000,149,,,EPIC,TID_TRIXIE_COLETTE_SKIN,TID_TRIXIE_COLETTE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,colette_trixie_tex.pvr,colette_trixie_tex.pvr,colette_trixie_tex.pvr,colette_trixie_tex.pvr,,,,,,,,,
213,LuchadorAtomic,LuchadorAtomic,,,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_EL_ATOMICO_SKIN,TID_EL_ATOMICO_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,primo_atomico_tex.pvr,primo_atomico_tex.pvr,primo_atomico_tex.pvr,"primo_atomico_tex.pvr+hue(masks/primo/primo_atomico_msk.png,339.070007)",,,,,,,,,
214,PocoStarr,PocoStarr,,BRAWLPASS,,,7,7,,,,,,,2750,79,,,SUPER_RARE,TID_POCO_STARR_SKIN,TID_POCO_STARR_SKIN_SHOP,"MODEL,VFX",,,poco_starr_tex.pvr,poco_starr_tex.pvr,poco_starr_tex.pvr,poco_starr_tex.pvr,,,,,,,,,
216,BowDudeDemonic,BowDudeDemonic,,SC_MAKE,,,,,,,BowDudeTotemDefault,,,,5000,149,129,,EPIC,TID_UNDERWORLD_BO_SKIN,TID_UNDERWORLD_BO_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",Beats,,bo_demonic_tex.pvr,bo_demonic_tex.pvr,bo_demonic_tex.pvr,bo_demonic_tex.pvr,,,,300,,,,,
217,GunslingerPlayer,GunslingerPlayer,,WF_2020,,,4,4,,,,,,,5000,149,,,EPIC,TID_CHALLENGER_COLT_SKIN,TID_CHALLENGER_COLT_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,colt_player_tex.pvr,colt_player_tex.pvr,colt_player_tex.pvr,colt_player_tex.pvr,,,,,,,,,
218,BullDudeGold,BullDudeGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_BULL_SKIN,TID_TRUE_GOLD_BULL_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,bull_gold_tex.pvr,bull_gold_tex.pvr,bull_gold_tex.pvr,bull_gold_tex.pvr,,,,,,,,,
219,BullDudeSilver,BullDudeSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_BULL_SKIN,TID_TRUE_SILVER_BULL_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,bull_silver_tex.pvr,bull_silver_tex.pvr,bull_silver_tex.pvr,bull_silver_tex.pvr,,,,,,,,,
220,BarkeepTrueGold,BarkeepTrueGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_BARLEY_SKIN,TID_TRUE_GOLD_BARLEY_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,barley_gold_tex.pvr,barley_gold_tex.pvr,barley_gold_tex.pvr,barley_gold_tex.pvr,,,,,,,,,
221,BarkeepTrueSilver,BarkeepTrueSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_BARLEY_SKIN,TID_TRUE_SILVER_BARLEY_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,barley_silver_tex.pvr,barley_silver_tex.pvr,barley_silver_tex.pvr,barley_silver_tex.pvr,,,,,,,,,
222,BaseballZombibi,BaseballZombibi,,SC_MAKE,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_ZOMBIBI_SKIN,TID_ZOMBIBI_SKIN_SHOP,"MODEL,TEXTURE,VFX",Kent2D,,bibi_zombibi_tex.pvr,bibi_zombibi_tex.pvr,bibi_zombibi_tex.pvr,bibi_zombibi_tex.pvr,,,,,,,,,
223,TrickshotDudeTrueGold,TrickshotDudeTrueGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_RICO_SKIN,TID_TRUE_GOLD_RICO_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,rico_truegold_tex.pvr,rico_truegold_tex.pvr,rico_truegold_tex.pvr,rico_truegold_tex.pvr,,,,,,,,,
224,TrickshotDudeSilver,TrickshotDudeSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_RICO_SKIN,TID_TRUE_SILVER_RICO_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,rico_silver_tex.pvr,rico_silver_tex.pvr,rico_silver_tex.pvr,rico_silver_tex.pvr,,,,,,,,,
225,HammerDudeGold,HammerDudeGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_FRANK_SKIN,TID_TRUE_GOLD_FRANK_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,frank_gold_tex.pvr,frank_gold_tex.pvr,frank_gold_tex.pvr,frank_gold_tex.pvr,,,,,,,,,
226,HammerDudeSilver,HammerDudeSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_FRANK_SKIN,TID_TRUE_SILVER_FRANK_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,frank_silver_tex.pvr,frank_silver_tex.pvr,frank_silver_tex.pvr,frank_silver_tex.pvr,,,,,,,,,
227,UndertakerHatGold,UndertakerHatGold,,GOLD,,2,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_MORTIS_SKIN,TID_TRUE_GOLD_MORTIS_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,mortis_gold_tex.pvr,mortis_gold_tex.pvr,mortis_gold_tex.pvr,mortis_gold_tex.pvr,,,,,,,,,
228,UndertakerGold,UndertakerGold,,GOLD,,2,6,6,,UndertakerHatGold,,,,,,,,,,TID_TRUE_GOLD_MORTIS_SKIN,TID_TRUE_GOLD_MORTIS_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,mortis_gold_tex.pvr,mortis_gold_tex.pvr,mortis_gold_tex.pvr,mortis_gold_tex.pvr,,,,,,,,,
229,UndertakerHatSilver,UndertakerHatSilver,,SILVER,,3,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_MORTIS_SKIN,TID_TRUE_SILVER_MORTIS_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,mortis_silver_tex.pvr,mortis_silver_tex.pvr,mortis_silver_tex.pvr,mortis_silver_tex.pvr,,,,,,,,,
230,UndertakerSilver,UndertakerSilver,,SILVER,,3,6,6,,UndertakerHatSilver,,,,,,,,,,TID_TRUE_SILVER_MORTIS_SKIN,TID_TRUE_SILVER_MORTIS_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,mortis_silver_tex.pvr,mortis_silver_tex.pvr,mortis_silver_tex.pvr,mortis_silver_tex.pvr,,,,,,,,,
231,IceDudeDefault,IceDudeDefault,,,,,,,,,,,,,,,,,,,,,,,lou_tex.pvr,lou_tex.pvr,lou_tex.pvr,lou_tex.pvr,,,,,,,,,
232,SpeedyLine,SpeedyLine,,LINE,,,,,,,,,,,5000,149,,,EPIC,TID_CONY_MAX_SKIN,TID_CONY_MAX_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,max_cony_tex.pvr,max_cony_tex.pvr,max_cony_tex.pvr,max_cony_tex.pvr,,,,,,,,,
233,ControllerLine,ControllerLine,,LINE,,,,,,,,,,,5000,149,,,EPIC,TID_SALLY_NANI_SKIN,TID_SALLY_NANI_SHOP,"MODEL,TEXTURE,ANIM,VFX,TURRET",,,nani_line_friends_tex.pvr,nani_line_friends_tex.pvr,nani_line_friends_tex.pvr,nani_line_friends_tex.pvr,,,,,,,,,
234,SniperLine,SniperLine,,LINE,,,,,,,,,,,2750,79,,,SUPER_RARE,TID_CHOCO_PIPER_SKIN,TID_CHOCO_PIPER_SHOP,"MODEL,TEXTURE,ANIM",,,piper_line_friends_tex.pvr,piper_line_friends_tex.pvr,piper_line_friends_tex.pvr,piper_line_friends_tex.pvr,,,,,,,,,
235,ControllerLineAddon,ControllerLineAddon,,,,,,,,,,,,,,,,,,,,,,,nani_line_friends_tex.pvr,nani_line_friends_tex.pvr,nani_line_friends_tex.pvr,nani_line_friends_tex.pvr,,,,,,,,,
236,TntDudeSnowtel,TntDudeSnowtel,,BRAWLPASS,,,7,7,,,,,,,2750,79,,,SUPER_RARE,TID_BELLHOP_MIKE_SKIN,TID_BELLHOP_MIKE_SHOP,"MODEL,TEXTURE,VFX",,,dynamike_groom_tex.pvr,dynamike_groom_tex.pvr,dynamike_groom_tex.pvr,dynamike_groom_tex.pvr,,,,,,,,,
237,IceDudeKing,IceDudeKing,,BRAWLPASS,,,7,7,,,,,,,5000,149,,,EPIC,TID_KING_LOU_SKIN,TID_KING_LOU_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,lou_king_tex.pvr,lou_king_tex.pvr,lou_king_tex.pvr,lou_king_tex.pvr,,,,,,,,,
238,SafeRed,SafeRed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,SnakeOilDefault,SnakeOilDefault,,,,,,,,,,,,,,,,,,,,,,,byron_tex.pvr,byron_tex.pvr,byron_tex.pvr,byron_tex.pvr,,,,,,,,,
240,EnragerDefault,EnragerDefault,,,,,,,,,,,,,,,,,,,,,,,edgar_tex.pvr,edgar_tex.pvr,edgar_tex.pvr,edgar_tex.pvr,,,,,,,,,
241,BlowerNutcracker,BlowerNutcracker,,SC_MAKE,,,,,,,,,,,5000,149,129,,EPIC,TID_GALE_NUTCRACKER,TID_GALE_NUTCRACKER_SHOP,"MODEL,TEXTURE,ANIM,VFX",Eric_Imperial and GuiRamalho,,gale_nutcracker_tex.pvr,gale_nutcracker_tex.pvr,gale_nutcracker_tex.pvr,gale_nutcracker_tex.pvr,,,,,,,,,
242,RocketGirlOg,RocketGirlOg,,ANNIVERSARY2020,,,4,4,true,,,,,,2750,79,,,SUPER_RARE,TID_OLD_SCHOOL_BROCK,TID_OLD_SCHOOL_BROCK_SHOP,"MODEL,TEXTURE",,,brock_redux_tex.pvr,brock_redux_tex.pvr,brock_redux_tex.pvr,brock_redux_tex.pvr,,,,,,,,,
245,BowDudeWarrior,BowDudeWarrior,,,,,,,,,BowDudeTotemDefault,,,,1000,29,,,RARE,TID_WARRIOR_BO_SKIN,TID_WARRIOR_BO_SKIN_SHOP,"MODEL,TEXTURE",,,bo_warrior_tex.pvr,bo_warrior_tex.pvr,bo_warrior_tex.pvr,bo_warrior_tex.pvr,,,,,,,,,
246,ClusterBombDudeGold,ClusterBombDudeGold,,GOLD,,,,,,,ClusterBombPetGold,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_TICK_SKIN,TID_TRUE_GOLD_TICK_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,tick_gold_tex.pvr,tick_gold_tex.pvr,tick_gold_tex.pvr,tick_gold_tex.pvr,,,,,,,,,
247,ClusterBombDudeSilver,ClusterBombDudeSilver,,SILVER,,,,,,,ClusterBombPetSilver,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_TICK_SKIN,TID_TRUE_SILVER_TICK_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,tick_silver_tex.pvr,tick_silver_tex.pvr,tick_silver_tex.pvr,tick_silver_tex.pvr,,,,,,,,,
248,CrowGold,CrowGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_CROW_SKIN,TID_TRUE_GOLD_CROW_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,crow_gold_tex.pvr,crow_gold_tex.pvr,crow_gold_tex.pvr,crow_gold_tex.pvr,,,,,,,,,
249,CrowSilver,CrowSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_CROW_SKIN,TID_TRUE_SILVER_CROW_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,crow_silver_tex.pvr,crow_silver_tex.pvr,crow_silver_tex.pvr,crow_silver_tex.pvr,,,,,,,,,
250,BarrelBotGold,BarrelBotGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_DARRYL_SKIN,TID_TRUE_GOLD_DARRYL_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,darryl_gold_tex.pvr,darryl_gold_tex.pvr,darryl_gold_tex.pvr,darryl_gold_tex.pvr,,,,,,,,,
251,BarrelBotSilver,BarrelBotSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_DARRYL_SKIN,TID_TRUE_SILVER_DARRYL_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,darryl_silver_tex.pvr,darryl_silver_tex.pvr,darryl_silver_tex.pvr,darryl_silver_tex.pvr,,,,,,,,,
252,ClusterBombPetSnowman,ClusterBombPetSnowman,,,,,,,,,,,,,,,,,,,,,,,tick_snowman_tex.pvr,tick_snowman_tex.pvr,tick_snowman_tex.pvr,tick_snowman_tex.pvr,,,,,,,,,
253,MechanicGold,MechanicGold,,GOLD,,,,,,,MechanicGoldTurret,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_JESSIE_SKIN,TID_TRUE_GOLD_JESSIE_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,jessie_gold_tex.pvr,jessie_gold_tex.pvr,jessie_gold_tex.pvr,jessie_gold_tex.pvr,,,,,,,,,
254,MechanicSilver,MechanicSilver,,SILVER,,,,,,,MechanicSilverTurret,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_JESSIE_SKIN,TID_TRUE_SILVER_JESSIE_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,jessie_silver_tex.pvr,jessie_silver_tex.pvr,jessie_silver_tex.pvr,jessie_silver_tex.pvr,,,,,,,,,
255,MechanicGoldTurret,TurretDefault,,,,,,,,,,,,,,,,,,,,,,gold_materials.scw,jessie_turret_gold_tex.pvr,jessie_turret_gold_tex.pvr,jessie_turret_gold_tex.pvr,jessie_turret_gold_tex.pvr,,,,,,,,,
256,MechanicSilverTurret,TurretDefault,,,,,,,,,,,,,,,,,,,,,,silver_materials.scw,jessie_turret_silver_tex.pvr,jessie_turret_silver_tex.pvr,jessie_turret_silver_tex.pvr,jessie_turret_silver_tex.pvr,,,,,,,,,
257,ClusterBombPetGold,ClusterBombPetDefault,,,,,,,,,,,,,,,,,,,,,,gold_materials.scw,tick_gold_tex.pvr,tick_gold_tex.pvr,tick_gold_tex.pvr,tick_gold_tex.pvr,,,,,,,,,
258,ClusterBombPetSilver,ClusterBombPetDefault,,,,,,,,,,,,,,,,,,,,,,silver_materials.scw,tick_silver_tex.pvr,tick_silver_tex.pvr,tick_silver_tex.pvr,tick_silver_tex.pvr,,,,,,,,,
259,BlackHoleGold,BlackHoleGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_TARA_SKIN,TID_TRUE_GOLD_TARA_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,tara_gold_tex.pvr,tara_gold_tex.pvr,tara_gold_tex.pvr,tara_gold_tex.pvr,,,,,,,,,
260,BlackHoleSilver,BlackHoleSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_TARA_SKIN,TID_TRUE_SILVER_TARA_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,tara_silver_tex.pvr,tara_silver_tex.pvr,tara_silver_tex.pvr,tara_silver_tex.pvr,,,,,,,,,
261,RuffsDefault,RuffsDefault,,,,,,,,,,,,,,,,,,,,,,,ruffs_tex.pvr,ruffs_tex.pvr,ruffs_tex.pvr,ruffs_tex.pvr,,,,,,,,,
